Country,ResellerID,Trans12Mo,Units12Mo
Argentina,4810912,1,1
Argentina,56864507,1,1
Argentina,54239933,1,1
Argentina,54310743,1,1
Argentina,56624338,1,1
Argentina,18682185,1,1
Argentina,4338296,1,1
Argentina,379814,1,1
Argentina,38878909,1,1
Argentina,6720414,1,1
Argentina,8777367,1,1
Argentina,16208767,1,1
Argentina,8584372,1,1
Argentina,52009737,1,1
Argentina,23222743,1,1
Argentina,16247690,1,1
Argentina,37090479,1,1
Argentina,12548913,1,1
Argentina,29635431,1,1
Argentina,54693893,1,1
Argentina,11302121,1,1
Argentina,56816511,1,1
Argentina,23508020,1,1
Argentina,23508020,1,1
Argentina,13082753,1,1
Argentina,29532476,1,1
Argentina,54310745,1,1
Argentina,65247242,1,1
Argentina,63597788,1,1
Argentina,45052913,1,1
Argentina,61696524,1,1
Argentina,59683586,1,1
Argentina,62509499,1,1
Argentina,52984181,1,1
Argentina,42114573,1,1
Argentina,48485688,1,1
Argentina,61378535,1,1
Argentina,41366052,1,1
Argentina,60391065,1,1
Argentina,60558306,1,1
Argentina,62205670,1,1
Argentina,60558307,1,1
Argentina,58478710,1,1
Argentina,62508175,1,1
Argentina,62985133,1,1
Argentina,39293018,1,1
Argentina,60558311,1,1
Argentina,59566199,1,1
Argentina,60558419,1,1
Argentina,55704561,1,1
Argentina,43343508,1,1
Argentina,56624389,1,1
Argentina,41296174,1,1
Argentina,52673901,1,1
Argentina,61551767,1,1
Argentina,56677541,3,1
Argentina,55942055,1,1
Argentina,60705173,1,1
Argentina,61696526,1,1
Argentina,62078313,1,1
Argentina,50170758,1,1
Argentina,62205666,1,1
Argentina,60783763,1,1
Argentina,62205675,1,1
Argentina,55092731,1,1
Argentina,62255342,1,1
Argentina,55164826,1,1
Argentina,55383281,1,1
Argentina,50814748,1,1
Argentina,48925210,1,1
Argentina,60978449,1,1
Argentina,49083112,1,1
Argentina,63565519,1,1
Argentina,57502546,1,1
Argentina,54350042,1,1
Argentina,53234542,1,1
Argentina,59406912,1,1
Argentina,64851560,1,1
Argentina,61088323,1,1
Argentina,59566200,1,1
Argentina,52654196,1,1
Argentina,61207290,1,1
Argentina,61214225,1,1
Argentina,13157526,1,1
Argentina,10797246,1,1
Argentina,20818371,1,1
Argentina,11809840,1,1
Argentina,13683230,1,1
Argentina,336695,1,1
Argentina,21171901,1,1
Argentina,16823030,1,1
Argentina,14018529,1,1
Argentina,17046091,1,1
Argentina,7230405,1,1
Argentina,25595045,1,1
Argentina,10779390,1,1
Argentina,14131564,1,1
Argentina,16490710,1,1
Argentina,12548907,1,1
Argentina,38358411,1,1
Argentina,2304102,1,1
Argentina,430920,1,1
Argentina,14533386,1,1
Argentina,2313599,1,1
Argentina,15728123,1,1
Argentina,18183474,1,1
Argentina,8287063,1,1
Argentina,10548087,1,1
Argentina,12673547,1,1
Argentina,6891531,1,1
Argentina,36185558,1,1
Argentina,18274849,1,1
Argentina,116512,1,1
Argentina,16330461,1,1
Argentina,9105237,1,1
Argentina,31713145,1,1
Argentina,16485627,1,1
Argentina,141357,1,1
Argentina,22668822,1,1
Argentina,379757,1,1
Argentina,11237046,1,1
Argentina,3873593,1,1
Argentina,23308840,1,1
Argentina,32466208,1,1
Argentina,15284919,1,1
Brazil,12868186,2,1
Brazil,12014080,1,1
Brazil,53240543,1,1
Brazil,15351925,1,1
Brazil,5885866,1,1
Brazil,37363119,1,1
Brazil,54946725,1,1
Brazil,51260441,1,1
Brazil,5690006,1,1
Brazil,36909644,1,1
Brazil,43312455,1,1
Brazil,56851014,1,1
Brazil,3016705,1,1
Brazil,50431435,1,1
Brazil,17485547,1,1
Brazil,37104721,1,1
Brazil,23395519,1,1
Brazil,14116872,1,1
Brazil,41557993,1,1
Brazil,45968465,1,1
Brazil,46426008,1,1
Brazil,35976529,1,1
Brazil,36431669,1,1
Brazil,53588101,1,1
Brazil,22778107,1,1
Brazil,11958882,1,1
Brazil,11792422,1,1
Brazil,50472271,1,1
Brazil,47621919,1,1
Brazil,43923104,1,1
Brazil,21636851,1,1
Brazil,4179316,1,1
Brazil,7247757,1,1
Brazil,53695459,1,1
Brazil,10861724,1,1
Brazil,13640413,1,1
Brazil,58997252,1,1
Brazil,54824667,1,1
Brazil,54824667,1,1
Brazil,54524921,1,1
Brazil,52658263,1,1
Brazil,52658258,1,1
Brazil,49462830,1,1
Brazil,9595928,1,1
Brazil,54612200,1,1
Brazil,53713891,1,1
Brazil,51948991,1,1
Brazil,13460656,1,1
Brazil,13861266,1,1
Brazil,4820044,1,1
Brazil,6739075,1,1
Brazil,49079976,1,1
Brazil,4957758,1,1
Brazil,47256022,1,1
Brazil,39554781,1,1
Brazil,31462416,1,1
Brazil,24811675,1,1
Brazil,25823032,1,1
Brazil,22872084,1,1
Brazil,13113470,1,1
Brazil,52583709,1,1
Brazil,52583709,1,1
Brazil,38503948,1,1
Brazil,16583768,1,1
Brazil,5022306,1,1
Brazil,380269,1,1
Brazil,55218090,1,1
Brazil,55054374,1,1
Brazil,52359179,1,1
Brazil,47455403,1,1
Brazil,24811332,1,1
Brazil,15246252,1,1
Brazil,12556661,1,1
Brazil,62985232,1,1
Brazil,51628411,1,1
Brazil,46470752,1,1
Brazil,49340942,1,1
Brazil,42114700,1,1
Brazil,40268391,1,1
Brazil,24978027,1,1
Brazil,25024736,1,1
Brazil,17233153,1,1
Brazil,11998880,1,1
Brazil,16502271,1,1
Brazil,10464266,1,1
Brazil,56599492,1,1
Brazil,54612199,1,1
Brazil,53202934,1,1
Brazil,53339132,1,1
Brazil,52658219,1,1
Brazil,50568442,2,1
Brazil,45862635,1,1
Brazil,42862710,1,1
Brazil,32368529,1,1
Brazil,18807125,1,1
Brazil,16210356,1,1
Brazil,15129491,1,1
Brazil,411016,1,1
Brazil,1373515,1,1
Brazil,54607561,1,1
Brazil,56371374,1,1
Brazil,53695866,1,1
Brazil,51815486,1,1
Brazil,46878397,1,1
Brazil,50933970,1,1
Brazil,48212975,1,1
Brazil,48921293,1,1
Brazil,50311107,1,1
Brazil,45718855,1,1
Brazil,42580821,1,1
Brazil,38787609,1,1
Brazil,39038923,1,1
Brazil,38074940,1,1
Brazil,32695429,1,1
Brazil,35985161,1,1
Brazil,20312947,1,1
Brazil,20279862,1,1
Brazil,29636536,1,1
Brazil,16268288,1,1
Brazil,11513031,1,1
Brazil,11019214,1,1
Brazil,11019214,1,1
Brazil,14021510,1,1
Brazil,10369785,1,1
Brazil,4783363,1,1
Brazil,166339,1,1
Brazil,819840,1,1
Brazil,61547022,1,1
Brazil,61547022,1,1
Brazil,60829300,1,1
Brazil,60829300,1,1
Brazil,57963338,1,1
Brazil,57963338,1,1
Brazil,55381511,1,1
Brazil,54918755,1,1
Brazil,55498295,1,1
Brazil,55218127,1,1
Brazil,56599508,1,1
Brazil,54918799,1,1
Brazil,55381448,1,1
Brazil,55218111,1,1
Brazil,55218111,1,1
Brazil,54086661,1,1
Brazil,53338627,1,1
Brazil,52465494,1,1
Brazil,51815488,1,1
Brazil,49462967,1,1
Brazil,41342971,1,1
Brazil,40086843,1,1
Brazil,41146922,1,1
Brazil,30968265,1,1
Brazil,36909474,1,1
Brazil,35097670,1,1
Brazil,36998422,1,1
Brazil,36365694,1,1
Brazil,35219644,1,1
Brazil,35985166,1,1
Brazil,23705285,1,1
Brazil,29714261,1,1
Brazil,29714261,1,1
Brazil,22104501,1,1
Brazil,29894070,1,1
Brazil,20287556,1,1
Brazil,12801691,1,1
Brazil,13937789,1,1
Brazil,14118498,1,1
Brazil,11910513,1,1
Brazil,10328004,1,1
Brazil,133179,1,1
Brazil,8670423,1,1
Brazil,4853945,1,1
Brazil,2294637,1,1
Brazil,1342028,1,1
Brazil,10009724,1,1
Brazil,8585536,1,1
Brazil,62078293,1,1
Brazil,61688358,1,1
Brazil,62205657,1,1
Brazil,63380209,1,1
Brazil,65247219,1,1
Brazil,62078294,1,1
Brazil,62985106,1,1
Brazil,63541261,1,1
Brazil,64767449,1,1
Brazil,62393373,1,1
Brazil,65033350,1,1
Brazil,62393374,1,1
Brazil,63142936,1,1
Brazil,62078295,1,1
Brazil,61688174,1,1
Brazil,63565087,1,1
Brazil,62985114,1,1
Brazil,62393376,1,1
Brazil,62985141,1,1
Brazil,63565095,1,1
Brazil,64767458,1,1
Brazil,62393377,1,1
Brazil,61862952,1,1
Brazil,63565098,1,1
Brazil,61864392,1,1
Brazil,62078351,1,1
Brazil,65247227,1,1
Brazil,61687999,1,1
Brazil,65247237,1,1
Brazil,63565103,1,1
Brazil,62985096,1,1
Brazil,63565105,1,1
Brazil,61364035,1,1
Brazil,63565106,1,1
Brazil,61862882,1,1
Brazil,63565107,1,1
Brazil,62985117,1,1
Brazil,62393401,1,1
Brazil,61523580,1,1
Brazil,61862861,1,1
Brazil,64767445,1,1
Brazil,63565110,1,1
Brazil,61547020,1,1
Brazil,63565111,1,1
Brazil,64767462,1,1
Brazil,63565112,1,1
Brazil,63141763,1,1
Brazil,62395969,1,1
Brazil,65033338,1,1
Brazil,62395970,1,1
Brazil,65033355,1,1
Brazil,62395971,1,1
Brazil,65033362,1,1
Brazil,63565287,1,1
Brazil,65247223,1,1
Brazil,63565288,1,1
Brazil,65247230,1,1
Brazil,63565289,1,1
Brazil,65247235,1,1
Brazil,62078356,1,1
Brazil,63380202,1,1
Brazil,62399537,1,1
Brazil,63380206,1,1
Brazil,62081170,1,1
Brazil,62985097,1,1
Brazil,62081173,1,1
Brazil,61378391,1,1
Brazil,63565573,1,1
Brazil,61862880,1,1
Brazil,63565574,1,1
Brazil,62985109,1,1
Brazil,63565575,1,1
Brazil,62985111,1,1
Brazil,62507494,1,1
Brazil,61688354,1,1
Brazil,61364288,1,1
Brazil,62985118,1,1
Brazil,62205199,1,1
Brazil,61862884,1,1
Brazil,63580716,1,1
Brazil,62985140,1,1
Brazil,63872271,1,1
Brazil,62985142,1,1
Brazil,63872279,1,1
Brazil,64767446,1,1
Brazil,61688001,1,1
Brazil,64767450,1,1
Brazil,63872282,1,1
Brazil,62218220,1,1
Brazil,63872283,1,1
Brazil,62985239,1,1
Brazil,61862867,1,1
Brazil,62218222,1,1
Brazil,62205209,1,1
Brazil,64817660,1,1
Brazil,62205210,1,1
Brazil,63141764,1,1
Brazil,63887484,3,1
Brazil,61862953,1,1
Brazil,63887485,1,1
Brazil,65033347,1,1
Brazil,62820909,1,1
Brazil,61689754,1,1
Brazil,61364290,1,1
Brazil,65033356,1,1
Brazil,61543415,1,1
Brazil,65033361,1,1
Brazil,62820927,1,1
Brazil,63141775,1,1
Brazil,62205213,1,1
Brazil,62393365,1,1
Brazil,61862872,1,1
Brazil,62393366,1,1
Brazil,64004372,1,1
Brazil,61864397,1,1
Brazil,61862874,1,1
Brazil,61687994,1,1
Brazil,64004374,1,1
Brazil,65247233,1,1
Brazil,64048545,1,1
Brazil,62078289,1,1
Brazil,64048547,1,1
Brazil,63380195,1,1
Brazil,62205226,1,1
Brazil,65247240,1,1
Brazil,64048599,1,1
Brazil,63380204,1,1
Brazil,62985092,1,1
Brazil,64048609,1,1
Brazil,62985102,1,1
Brazil,60420513,1,1
Brazil,59681064,1,1
Brazil,61034640,1,1
Brazil,59155798,1,1
Brazil,59407187,1,1
Brazil,60204287,1,1
Brazil,60420521,1,1
Brazil,59681344,1,1
Brazil,60420548,1,1
Brazil,59407193,1,1
Brazil,59681167,1,1
Brazil,60017348,1,1
Brazil,60420506,1,1
Brazil,60566719,1,1
Brazil,59565982,1,1
Brazil,60212375,1,1
Brazil,61034627,1,1
Brazil,60566725,1,1
Brazil,61034646,1,1
Brazil,60566727,1,1
Brazil,61035281,1,1
Brazil,60017351,1,1
Brazil,60420564,1,1
Brazil,60566729,1,1
Brazil,59144423,1,1
Brazil,59681059,1,1
Brazil,61363760,1,1
Brazil,59155790,1,1
Brazil,60834410,1,1
Brazil,59144425,1,1
Brazil,60834416,1,1
Brazil,60566937,1,1
Brazil,60420520,1,1
Brazil,59344358,1,1
Brazil,60890323,1,1
Brazil,59407197,1,1
Brazil,59315639,1,1
Brazil,60705001,1,1
Brazil,61034644,1,1
Brazil,59681034,1,1
Brazil,59681063,1,1
Brazil,60705005,1,1
Brazil,61034756,3,1
Brazil,59681060,1,1
Brazil,59407179,1,1
Brazil,60705011,1,1
Brazil,59155789,1,1
Brazil,59407204,1,1
Brazil,60204213,1,1
Brazil,59354667,1,1
Brazil,61213463,1,1
Brazil,60032820,1,1
Brazil,61213474,1,1
Brazil,60705015,1,1
Brazil,59566263,1,1
Brazil,59011678,1,1
Brazil,60558416,3,1
Brazil,60414054,1,1
Brazil,60017265,1,1
Brazil,60420486,1,1
Brazil,58997293,1,1
Brazil,58997250,1,1
Brazil,59681048,1,1
Brazil,59155788,1,1
Brazil,60420519,1,1
Brazil,60705630,1,1
Brazil,60884119,1,1
Brazil,60705631,1,1
Brazil,58997301,1,1
Brazil,60705632,1,1
Brazil,59155801,1,1
Brazil,59280246,1,1
Brazil,59565987,1,1
Brazil,60705635,1,1
Brazil,61034631,1,1
Brazil,60420493,1,1
Brazil,60420524,1,1
Brazil,60705637,1,1
Brazil,59144418,1,1
Brazil,60705638,1,1
Brazil,60420529,1,1
Brazil,60705640,1,1
Brazil,60420547,1,1
Brazil,60705641,1,1
Brazil,61034649,1,1
Brazil,59359325,1,1
Brazil,59341154,1,1
Brazil,60705646,1,1
Brazil,59565997,1,1
Brazil,59273291,1,1
Brazil,60420551,1,1
Brazil,60420499,1,1
Brazil,61037095,1,1
Brazil,60705649,1,1
Brazil,59565998,1,1
Brazil,60420502,1,1
Brazil,60420554,1,1
Brazil,60829301,1,1
Brazil,61208120,1,1
Brazil,60042055,1,1
Brazil,61213455,1,1
Brazil,59681044,1,1
Brazil,60204272,1,1
Brazil,60834392,1,1
Brazil,59012056,1,1
Brazil,59430886,1,1
Brazil,59681056,1,1
Brazil,60834400,1,1
Brazil,58997295,1,1
Brazil,60834401,1,1
Brazil,59407188,1,1
Brazil,60834403,1,1
Brazil,61214199,1,1
Brazil,60834404,1,1
Brazil,59681247,1,1
Brazil,60834405,1,1
Brazil,59407192,1,1
Brazil,60834406,1,1
Brazil,58093785,1,1
Brazil,58866990,1,1
Brazil,58641588,1,1
Brazil,58235448,1,1
Brazil,57611119,1,1
Brazil,57771074,1,1
Brazil,58093802,1,1
Brazil,58867013,1,1
Brazil,57502595,1,1
Brazil,57255725,1,1
Brazil,58365050,1,1
Brazil,58235458,1,1
Brazil,58512860,1,1
Brazil,57109020,1,1
Brazil,57611130,1,1
Brazil,57513813,1,1
Brazil,58224248,1,1
Brazil,57363129,1,1
Brazil,57502592,1,1
Brazil,57234127,1,1
Brazil,58866936,1,1
Brazil,57363421,1,1
Brazil,58867011,1,1
Brazil,57363041,1,1
Brazil,57502572,1,1
Brazil,57379654,1,1
Brazil,58091203,1,1
Brazil,58238210,1,1
Brazil,56965902,1,1
Brazil,58238213,1,1
Brazil,57611127,1,1
Brazil,57416923,1,1
Brazil,58093799,1,1
Brazil,58238215,1,1
Brazil,58103085,1,1
Brazil,57108769,1,1
Brazil,57363123,1,1
Brazil,57610879,1,1
Brazil,57765428,1,1
Brazil,58238224,1,1
Brazil,57765432,1,1
Brazil,58238226,1,1
Brazil,57502598,1,1
Brazil,57610881,1,1
Brazil,58235440,1,1
Brazil,58238231,1,1
Brazil,57770795,1,1
Brazil,58238234,1,1
Brazil,57502571,1,1
Brazil,58238235,1,1
Brazil,58365051,1,1
Brazil,57807836,1,1
Brazil,57611117,1,1
Brazil,57610883,1,1
Brazil,58091163,1,1
Brazil,57807840,1,1
Brazil,57502574,1,1
Brazil,57234129,1,1
Brazil,58512863,1,1
Brazil,57108771,1,1
Brazil,57611125,1,1
Brazil,57108701,1,1
Brazil,58512875,1,1
Brazil,57610893,1,1
Brazil,57109018,1,1
Brazil,57963405,1,1
Brazil,57363117,1,1
Brazil,57108778,1,1
Brazil,57618873,1,1
Brazil,57255712,1,1
Brazil,57234099,1,1
Brazil,57610901,1,1
Brazil,58604468,1,1
Brazil,57963845,1,1
Brazil,57234104,1,1
Brazil,57610982,1,1
Brazil,57765427,1,1
Brazil,57611099,1,1
Brazil,58642654,1,1
Brazil,58007322,1,1
Brazil,58650894,1,1
Brazil,58007666,1,1
Brazil,57502594,1,1
Brazil,57363093,1,1
Brazil,58742285,1,1
Brazil,57611101,1,1
Brazil,57770770,1,1
Brazil,58365038,1,1
Brazil,57770790,1,1
Brazil,57108707,1,1
Brazil,58235439,1,1
Brazil,57611104,1,1
Brazil,58866989,1,1
Brazil,58365041,1,1
Brazil,57770791,1,1
Brazil,57363096,1,1
Brazil,57502599,1,1
Brazil,57502566,1,1
Brazil,57363124,1,1
Brazil,57363097,1,1
Brazil,57771076,1,1
Brazil,56816567,1,1
Brazil,56843698,1,1
Brazil,56599451,1,1
Brazil,55054388,1,1
Brazil,56371746,1,1
Brazil,55498294,1,1
Brazil,56599460,1,1
Brazil,56676161,1,1
Brazil,55731562,1,1
Brazil,56689938,1,1
Brazil,56019294,1,1
Brazil,56371977,1,1
Brazil,56371978,1,1
Brazil,56841141,1,1
Brazil,56846872,1,1
Brazil,56599474,1,1
Brazil,56678354,1,1
Brazil,56599478,1,1
Brazil,55731542,1,1
Brazil,55731554,1,1
Brazil,56816562,1,1
Brazil,56372022,1,1
Brazil,56599483,1,1
Brazil,55218143,1,1
Brazil,56599484,1,1
Brazil,56833322,1,1
Brazil,56599491,1,1
Brazil,56845769,1,1
Brazil,56599494,1,1
Brazil,56676159,1,1
Brazil,55156308,1,1
Brazil,55965896,1,1
Brazil,55731569,1,1
Brazil,55711647,1,1
Brazil,54824669,1,1
Brazil,56599504,1,1
Brazil,56164413,1,1
Brazil,56599514,1,1
Brazil,56203765,1,1
Brazil,55965901,1,1
Brazil,56816566,1,1
Brazil,56599518,1,1
Brazil,56209440,1,1
Brazil,56626014,1,1
Brazil,56371741,1,1
Brazil,56530736,1,1
Brazil,55965905,1,1
Brazil,56599448,1,1
Brazil,55517670,1,1
Brazil,56676071,1,1
Brazil,55517683,1,1
Brazil,56530760,1,1
Brazil,55711622,1,1
Brazil,56371745,1,1
Brazil,55381463,1,1
Brazil,53763784,1,1
Brazil,53246125,1,1
Brazil,52675212,1,1
Brazil,54387390,1,1
Brazil,53974268,1,1
Brazil,53861928,1,1
Brazil,53244921,1,1
Brazil,53247898,1,1
Brazil,54375253,1,1
Brazil,53179012,1,1
Brazil,53881696,1,1
Brazil,53449564,1,1
Brazil,53244812,1,1
Brazil,54373869,1,1
Brazil,53244049,1,1
Brazil,54374616,1,1
Brazil,54376705,1,1
Brazil,54394018,1,1
Brazil,53695218,1,1
Brazil,54170735,1,1
Brazil,54173208,1,1
Brazil,52745399,1,1
Brazil,51399988,1,1
Brazil,52124384,1,1
Brazil,52054302,1,1
Brazil,52107246,1,1
Brazil,51260515,1,1
Brazil,52097059,1,1
Brazil,51468642,1,1
Brazil,51636981,1,1
Brazil,51386829,1,1
Brazil,50815277,1,1
Brazil,47793849,1,1
Brazil,50885152,1,1
Brazil,50172577,1,1
Brazil,48212554,1,1
Brazil,47455315,1,1
Brazil,48921286,1,1
Brazil,50179170,1,1
Brazil,46193219,1,1
Brazil,47208445,1,1
Brazil,49784336,1,1
Brazil,49094000,1,1
Brazil,47208420,1,1
Brazil,46703306,1,1
Brazil,46719857,1,1
Brazil,47621961,1,1
Brazil,47888024,1,1
Brazil,50426295,1,1
Brazil,49066831,1,1
Brazil,45968481,1,1
Brazil,49591255,1,1
Brazil,46545290,1,1
Brazil,48212559,1,1
Brazil,50456295,1,1
Brazil,48921315,1,1
Brazil,50814877,1,1
Brazil,49067401,1,1
Brazil,49071307,1,1
Brazil,48657453,1,1
Brazil,46878391,1,1
Brazil,49692715,1,1
Brazil,50474788,1,1
Brazil,49132869,1,1
Brazil,50934019,1,1
Brazil,46465925,1,1
Brazil,49081597,1,1
Brazil,46471079,1,1
Brazil,50576843,1,1
Brazil,50053454,1,1
Brazil,49736834,1,1
Brazil,43660477,1,1
Brazil,40880120,1,1
Brazil,44249358,1,1
Brazil,43801374,1,1
Brazil,41017847,1,1
Brazil,43812866,1,1
Brazil,44387656,1,1
Brazil,41197101,1,1
Brazil,45462363,1,1
Brazil,42744626,1,1
Brazil,45462426,1,1
Brazil,41342960,1,1
Brazil,42468338,1,1
Brazil,43470284,1,1
Brazil,42744673,1,1
Brazil,43357967,1,1
Brazil,41353133,1,1
Brazil,44590913,1,1
Brazil,40767719,1,1
Brazil,39824933,1,1
Brazil,39960518,1,1
Brazil,43468404,1,1
Brazil,40013740,1,1
Brazil,41791453,1,1
Brazil,39227743,1,1
Brazil,43286805,1,1
Brazil,41012756,1,1
Brazil,39735001,1,1
Brazil,39824858,1,1
Brazil,39953435,1,1
Brazil,45462315,1,1
Brazil,43660526,1,1
Brazil,40725169,1,1
Brazil,32891232,1,1
Brazil,32776966,1,1
Brazil,37005187,1,1
Brazil,37856931,1,1
Brazil,30968261,1,1
Brazil,36091627,1,1
Brazil,36006686,1,1
Brazil,36254139,1,1
Brazil,34590836,1,1
Brazil,34435938,1,1
Brazil,33643610,1,1
Brazil,34437620,1,1
Brazil,37035985,1,1
Brazil,31793042,1,1
Brazil,31412580,1,1
Brazil,31817308,1,1
Brazil,36431730,1,1
Brazil,31279548,1,1
Brazil,36185578,1,1
Brazil,33978985,1,1
Brazil,31563530,1,1
Brazil,34387178,1,1
Brazil,33992139,1,1
Brazil,31780404,1,1
Brazil,31382813,1,1
Brazil,38180479,1,1
Brazil,38697922,1,1
Brazil,32084061,1,1
Brazil,36909640,3,1
Brazil,36553648,1,1
Brazil,38928225,1,1
Brazil,37457567,1,1
Brazil,34565768,1,1
Brazil,34316847,1,1
Brazil,33079702,1,1
Brazil,35523828,1,1
Brazil,36431095,1,1
Brazil,36843024,1,1
Brazil,17230743,1,1
Brazil,19007699,1,1
Brazil,19372173,1,1
Brazil,24363491,1,1
Brazil,18719195,1,1
Brazil,17600850,1,1
Brazil,17158834,1,1
Brazil,17177907,1,1
Brazil,16856174,1,1
Brazil,29742877,1,1
Brazil,17875171,1,1
Brazil,17278963,1,1
Brazil,19167773,1,1
Brazil,28970111,1,1
Brazil,17196038,1,1
Brazil,18838334,1,1
Brazil,19198725,1,1
Brazil,17953339,1,1
Brazil,19343482,1,1
Brazil,17357140,1,1
Brazil,19372166,1,1
Brazil,29244518,1,1
Brazil,22872611,1,1
Brazil,29244597,1,1
Brazil,25110679,1,1
Brazil,29962654,1,1
Brazil,29246444,1,1
Brazil,23395298,1,1
Brazil,29293915,1,1
Brazil,17119400,1,1
Brazil,18874155,1,1
Brazil,25715248,1,1
Brazil,22314832,1,1
Brazil,19258780,1,1
Brazil,18900295,1,1
Brazil,19287646,1,1
Brazil,17506268,1,1
Brazil,30563306,1,1
Brazil,18648516,1,1
Brazil,17107580,1,1
Brazil,30750360,1,1
Brazil,13385039,1,1
Brazil,11933824,1,1
Brazil,12671569,1,1
Brazil,10913218,1,1
Brazil,13264808,1,1
Brazil,15933007,1,1
Brazil,15699833,1,1
Brazil,15944488,1,1
Brazil,12643691,1,1
Brazil,11443368,1,1
Brazil,15968723,1,1
Brazil,15990552,1,1
Brazil,14081456,1,1
Brazil,16465659,1,1
Brazil,13029404,1,1
Brazil,12076164,1,1
Brazil,13590790,1,1
Brazil,15148373,1,1
Brazil,16074387,1,1
Brazil,15752209,1,1
Brazil,12803877,1,1
Brazil,12342385,1,1
Brazil,16314441,1,1
Brazil,10840729,1,1
Brazil,10695072,1,1
Brazil,10840653,1,1
Brazil,12922022,1,1
Brazil,14682473,1,1
Brazil,12990153,1,1
Brazil,11794109,4,1
Brazil,15680270,1,1
Brazil,16520924,1,1
Brazil,12904114,1,1
Brazil,11178134,1,1
Brazil,11506563,1,1
Brazil,14524015,1,1
Brazil,10995826,1,1
Brazil,16668600,1,1
Brazil,12522221,1,1
Brazil,14539754,1,1
Brazil,11558838,1,1
Brazil,11452948,1,1
Brazil,16293233,1,1
Brazil,15337319,3,1
Brazil,6918233,1,1
Brazil,1373592,1,1
Brazil,9595874,1,1
Brazil,8873726,1,1
Brazil,10215148,1,1
Brazil,7144073,1,1
Brazil,8351413,1,1
Brazil,4786367,1,1
Brazil,8423642,1,1
Brazil,9329503,1,1
Brazil,9684701,1,1
Brazil,10170667,1,1
Brazil,9684722,1,1
Brazil,9718691,1,1
Brazil,1059769,1,1
Brazil,9747160,1,1
Brazil,362397,1,1
Brazil,4337244,1,1
Brazil,133055,1,1
Brazil,1888152,1,1
Brazil,8266234,1,1
Brazil,5618597,1,1
Brazil,4385871,1,1
Brazil,9854012,1,1
Brazil,9139154,1,1
Brazil,2194035,1,1
Brazil,9055299,1,1
Brazil,9153979,1,1
Brazil,853396,1,1
Brazil,3208579,1,1
Brazil,3749241,1,1
Brazil,8585549,1,1
Brazil,2575183,1,1
Brazil,10368971,1,1
Brazil,8205149,1,1
Brazil,5873226,1,1
Brazil,7828173,1,1
Brazil,3605011,1,1
Brazil,3416798,1,1
Brazil,6416351,1,1
Brazil,4767467,1,1
Brazil,9321579,1,1
Brazil,8270426,1,1
Brazil,1840317,1,1
Brazil,10170591,1,1
Caribbean Region LATAM,17277819,1,1
Caribbean Region LATAM,4186154,1,1
Caribbean Region LATAM,14953927,1,1
Caribbean Region LATAM,45733847,1,1
Caribbean Region LATAM,11195442,1,1
Caribbean Region LATAM,7980229,1,1
Caribbean Region LATAM,21345498,1,1
Caribbean Region LATAM,15285334,1,1
Caribbean Region LATAM,25595181,1,1
Caribbean Region LATAM,5241292,1,1
Caribbean Region LATAM,39163283,1,1
Caribbean Region LATAM,6679015,1,1
Caribbean Region LATAM,18510119,1,1
Caribbean Region LATAM,530668,1,1
Caribbean Region LATAM,52970060,1,1
Caribbean Region LATAM,4576790,1,1
Caribbean Region LATAM,17230997,1,1
Caribbean Region LATAM,57520575,1,1
Caribbean Region LATAM,30316736,1,1
Caribbean Region LATAM,52745541,1,1
Caribbean Region LATAM,11890045,1,1
Caribbean Region LATAM,49922146,1,1
Caribbean Region LATAM,21640964,1,1
Caribbean Region LATAM,4221958,1,1
Caribbean Region LATAM,52438007,1,1
Caribbean Region LATAM,31918015,1,1
Caribbean Region LATAM,10626552,1,1
Caribbean Region LATAM,17047345,1,1
Caribbean Region LATAM,21873024,1,1
Caribbean Region LATAM,53695472,1,1
Caribbean Region LATAM,37042281,1,1
Caribbean Region LATAM,13656360,1,1
Caribbean Region LATAM,13142655,1,1
Caribbean Region LATAM,13845179,1,1
Caribbean Region LATAM,13910163,1,1
Caribbean Region LATAM,57536106,1,1
Caribbean Region LATAM,7872111,1,1
Caribbean Region LATAM,61547051,1,1
Caribbean Region LATAM,8754917,1,1
Caribbean Region LATAM,14229920,1,1
Caribbean Region LATAM,7543512,1,1
Caribbean Region LATAM,10624255,1,1
Caribbean Region LATAM,60705160,1,1
Caribbean Region LATAM,26423354,1,1
Caribbean Region LATAM,24332837,1,1
Caribbean Region LATAM,34627512,1,1
Caribbean Region LATAM,54699328,1,1
Caribbean Region LATAM,44224356,1,1
Caribbean Region LATAM,56677608,1,1
Caribbean Region LATAM,29893988,1,1
Caribbean Region LATAM,16130003,1,1
Caribbean Region LATAM,9531357,1,1
Caribbean Region LATAM,45975182,1,1
Caribbean Region LATAM,58091042,1,1
Caribbean Region LATAM,46528839,1,1
Caribbean Region LATAM,59907758,1,1
Caribbean Region LATAM,60884321,1,1
Caribbean Region LATAM,62078386,1,1
Caribbean Region LATAM,47619705,1,1
Caribbean Region LATAM,10307213,1,1
Caribbean Region LATAM,19372231,1,1
Caribbean Region LATAM,31205332,1,1
Caribbean Region LATAM,15373540,1,1
Caribbean Region LATAM,49773977,1,1
Caribbean Region LATAM,15635510,1,1
